Serial,Date (YMD),Event,Provincia,Code Provincia,Departamento,Code Departamento,Comments,Cause,Description of Cause,Source,DataCards,Evacuated,lat,lon,rio1.nombre,rio1.distancia,rio2.nombre,rio2.distancia
4083-f,3/5/1973,FLOOD,Santa Fe,82,La Capital,82063,Aguas provenientes del norte. Ruta 62 clausurada en el tramo Emilia-María Luisa por puente afec. (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desb. Río Salado,Cl,1,1,-31.18858147,-60.62677383,Sis. Setúbal-Sta. Fé-La Guard.,24.73041989897728,Colastiné - RN N° 168,25.92938196910656
4180-a,3/5/1973,FLOOD,Santa Fe,82,9 de Julio,82077,Una embarcación que se dirigía a Tres Lagunas (Santiago del Estero) es arrastrado por una correntada del río y choca contra un puente (DI6Author : MC DI6Date : 04-May),Llu y desb,Río Salado caudaloso,La Prensa,1,1,-29.0758472,-61.73625069,CIRHBAS - LIM MOJON DE FIERRO-CANAL INTERPROVINCIA,18.625517117512356,CIRHBAS - LIM BAJO CHOROTIS-RN 95,67.54159165520696
4130-u,3/5/1973,FLOOD,Santa Fe,82,9 de Julio,82077,Depto. declarado zona de emergencia agropecuaria. Ver 4130-x. Inicio: 3-5  Fin evento: 9-5 (DI6Author : MC DI6Date : 04-May),Llu y desb,Desb. Río Colorado,Cl - La Prensa,1,1,-29.0758472,-61.73625069,CIRHBAS - LIM MOJON DE FIERRO-CANAL INTERPROVINCIA,18.625517117512356,CIRHBAS - LIM BAJO CHOROTIS-RN 95,67.54159165520696
4175-c,2/5/1973,FLOOD,Santiago del Estero,86,Belgrano,86042,Ruta 21 cortada entre Pozo Dulce y Fortín Inca. Caminos cortados. Derrumbe de viv. Animales muertos (DI6Author : MC DI6Date : 03-May),Llu y desb,Desb. Río Salado,La Prensa,1,1,-28.89628,-62.62596,Salado - Pinto,12.07078517914355,Dulce - Paso de la Cina,49.997242221390756
4175-b,2/5/1973,FLOOD,Santiago del Estero,86,Belgrano,86042,Caminos cortados. Animales muertos. Derrumnbe de viv. (DI6Author : MC DI6Date : 03-May),Llu y desb,Desb. Río Salado,La Prensa,1,1,-28.89628,-62.62596,Salado - Pinto,12.07078517914355,Dulce - Paso de la Cina,49.997242221390756
4175-a,2/5/1973,FLOOD,Santiago del Estero,86,Belgrano,86042,Ruta 21 cortada entre Pozo Dulce y Fortín Inca. Caminos cortados. Animales muertos. Derrumbe de viv. (DI6Author : MC DI6Date : 03-May),Llu y desb,Desb. Río Salado,La Prensa,1,1,-28.89628,-62.62596,Salado - Pinto,12.07078517914355,Dulce - Paso de la Cina,49.997242221390756
4130-t,29/4/1973,FLOOD,Santa Fe,82,Vera,82133,Vías y viv. aneg.  Depto. declarado zona de emergencia agropecuaria. Inicio: 29-4. Fin evento: 6-5 (DI6Author : MC DI6Date : 30-Mar),RAIN,,La Prensa,1,1,-29.72572798,-60.28951287,CIRHBAS - LIM  LAGUNA EL BONETE - ARROYO GOLONDRIN,34.10230849797655,Aº Malabrigo - RN Nº11,61.20087807281548
4130-h,29/4/1973,FLOOD,Santa Fe,82,9 de Julio,82077,Depto. declarado zona de emergencia agropecuaria. Vías y viv. aneg. Ver 4130-x. Inicio: 29-4. Fin evento: 9-5 (DI6Author : MC DI6Date : 02-May),Llu y desb,Aguas provenientes del norte de la provincia,Cl - La Prensa,1,1,-29.0758472,-61.73625069,CIRHBAS - LIM MOJON DE FIERRO-CANAL INTERPROVINCIA,18.625517117512356,CIRHBAS - LIM BAJO CHOROTIS-RN 95,67.54159165520696
4130-x,28/4/1973,FLOOD,Santa Fe,82,9 de Julio,82077,Población aislada.  Depto. declarado zona de emergencia agropecuaria. Niños ahogados  casos de fiebre tifoidea. Inicio: 28-4  Fin evento: 9-5. Total 4130-h  u y x: 60 evacuados (DI6Author : MC DI6Date : 29-Abr),Llu y desb,Desb. Río Colorado,Cl - La Prensa,1,1,-29.0758472,-61.73625069,CIRHBAS - LIM MOJON DE FIERRO-CANAL INTERPROVINCIA,18.625517117512356,CIRHBAS - LIM BAJO CHOROTIS-RN 95,67.54159165520696
4130-w,27/4/1973,FLOOD,Santa Fe,82,Vera,82133,Vías y viv. aneg. Evacuados.  Depto. declarado zona de emergencia agropecuaria. Carreros y hacheros sin trabajo. Inicio: 27-4.Fin evento: 9-5 (DI6Author : MC DI6Date : 30-Abr),RAIN,,La Prensa,1,1,-29.72572798,-60.28951287,CIRHBAS - LIM  LAGUNA EL BONETE - ARROYO GOLONDRIN,34.10230849797655,Aº Malabrigo - RN Nº11,61.20087807281548
4130-s,27/4/1973,FLOOD,Santa Fe,82,San Cristobal,82091,Vías y viv. aneg. 20 familias ev. Población aislada. Enfermos por picaduras de vívoras. Inicio: 27-4. Fin noticia: 10-5 Continúan aislados (DI6Author : MC DI6Date : 10-Mar),Llu y desb,Desb. Río Salado,La Prensa,1,1,-29.88749922,-61.57182768,CIRHBAS - LIM MOJON DE FIERRO-CANAL INTERPROVINCIA,54.11936647151123,CIRHBAS - LIM LAGUNAS SALADAS- RP 77,94.77851680969636
4130-p,26/4/1973,FLOOD,Santa Fe,82,Garay,82035,Población aislada. Vías aneg. Pérdidas agrop. Inicio: 26-4. Fin noticia: 4-5 (DI6Author : MC DI6Date : 02-Abr),RAIN,,La Prensa,1,1,-31.1523125,-60.1365521,San Javier - Cayastá,2.9195045354546134,Hernandarias,16.59890227338921
4130-i,26/4/1973,FLOOD,Santa Fe,82,9 de Julio,82077,Vïas y viv. aneg. 30 personas aisladas. Inicio: 29-4. Fin: 9-5 (DI6Author : MC DI6Date : 11-Mar),RAIN,,La Prensa,1,1,-29.0758472,-61.73625069,CIRHBAS - LIM MOJON DE FIERRO-CANAL INTERPROVINCIA,18.625517117512356,CIRHBAS - LIM BAJO CHOROTIS-RN 95,67.54159165520696
4130-n,25/4/1973,FLOOD,Santa Fe,82,San Cristobal,82091,Derrumbe viv. precaria: 1 muerto. Vías  viv. y campos aneg.  Depto. declarado zona de emergencia agropecuaria. Inicio: 25-4. Fin evento: 7-5 (DI6Author : MC DI6Date : 11-Mar),RAIN,,Cl - La Prensa,1,1,-29.88749922,-61.57182768,CIRHBAS - LIM MOJON DE FIERRO-CANAL INTERPROVINCIA,54.11936647151123,CIRHBAS - LIM LAGUNAS SALADAS- RP 77,94.77851680969636
4083-a,25/4/1973,FLOOD,Santa Fe,82,La Capital,82063,Vías  viv. y campos aneg. Inicio: 25-4. Fin evento: 11-5 (DI6Author : MC DI6Date : 11-Mar),RAIN,,La Prensa,1,1,-31.18858147,-60.62677383,Sis. Setúbal-Sta. Fé-La Guard.,24.73041989897728,Colastiné - RN N° 168,25.92938196910656
4083-g,25/4/1973,FLOOD,Santa Fe,82,La Capital,82063,Campos y Ruta nº 11 aneg. Inicio: 25-4. Fin evento: 9-5 (DI6Author : MC DI6Date : 11-Mar),RAIN,,La Prensa,1,1,-31.18858147,-60.62677383,Sis. Setúbal-Sta. Fé-La Guard.,24.73041989897728,Colastiné - RN N° 168,25.92938196910656
4150-b,25/4/1973,FLOOD,Entre Rios,30,Tala,30091,Ver 4150-a (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desborde Río Paraná  Uruguay y Gualeguay,Cl - La Prensa,1,1,-31.99620378,-59.24649058,Gualeguay - Villaguay,17.376873013943317,Gualeguay - Rosario del Tala,25.933020838444786
4149-a,25/4/1973,FLOOD,Buenos Aires,6,General Pueyrredon,6357,Calles y avenidas anegadas (DI6Author : MC DI6Date : 11-Mar),RAIN,,Cl,1,1,-37.80766254,-57.62989086,Mar del Plata,17.470209351835113,San Clemente,134.21992598668442
4148-a,25/4/1973,FLOOD,Buenos Aires,6,Bahia Blanca,6056,Aeropuerto cerrado. Un muerto electrocutado (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desborde Aº Napostá,Cl,1,1,-38.68387462,-62.21595631,Sauce Grande - RN Nº3,57.8515389651086,Colorado - Pedro Luro,66.94952732224347
4144-a,24/4/1973,FLOOD,Santiago del Estero,86,Atamisqui,86021,Vías aneg. Pérdida de cosechas. Animales muertos. Depto. declarado estado de emergencia agropecuaria. Localidades aisladas (DI6Author : MC DI6Date : 25-Abr),RAIN,900 mm /3 días,Cl,1,1,-28.82072,-63.74698,Dulce - Villa San Martín,37.58959432917946,Salado - Suncho Corral,55.343902866965
4083-b,24/4/1973,FLOOD,Santa Fe,82,La Capital,82063,Familias ev. en vagones del FFCC Belgrano. Vías y viv. aneg. Inicio: 24-4. Fin: 7-5 (DI6Author : MC DI6Date : 25-Abr),Llu y desb,Desb. Río Salado,La Prensa,1,1,-31.18858147,-60.62677383,Sis. Setúbal-Sta. Fé-La Guard.,24.73041989897728,Colastiné - RN N° 168,25.92938196910656
4130-m,24/4/1973,FLOOD,Santa Fe,82,9 de Julio,82077,Vías del ferrocarril cortadas. Vías  viv. y campos aneg. Depto. declarado zona de emergencia agropecuaria. Inicio: 24-4. Fin evento: 9-5 (DI6Author : MC DI6Date : 25-Abr),RAIN,380 mm /24 hs. Aguas provenientes de del norte,Cl - La Prensa,1,1,-29.0758472,-61.73625069,CIRHBAS - LIM MOJON DE FIERRO-CANAL INTERPROVINCIA,18.625517117512356,CIRHBAS - LIM BAJO CHOROTIS-RN 95,67.54159165520696
4145-a,24/4/1973,FLOOD,Rio Negro,62,General Roca,62042,Vías y viv. aneg. (DI6Author : MC DI6Date : 11-Mar),RAIN,,Cl - La Prensa,1,1,-39.13837603,-66.90952075,Negro - Paso Cordova,79.34923962076317,Arroyo Potrol - La Pampa,88.55706221974854
4145-b,24/4/1973,FLOOD,Rio Negro,62,General Roca,62042,Vías y viv. aneg. (DI6Author : MC DI6Date : 11-Mar),RAIN,,Cl - La Prensa,1,1,-39.13837603,-66.90952075,Negro - Paso Cordova,79.34923962076317,Arroyo Potrol - La Pampa,88.55706221974854
4146-a,24/4/1973,FLOOD,Neuquen,58,Confluencia,58035,Rutas  chacras y viv. aneg. (DI6Author : MC DI6Date : 11-Mar),RAIN,,Cl - La Prensa,1,1,-38.75282316,-68.83773873,Neuquen - Paso de Indios,63.38421313275408,Poti Malal - Gendarmería,167.36270680992067
4143-a,24/4/1973,FLOOD,Corrientes,18,Goya,18070,R. Esquina-Goya aneg. 3500 ev. en todo el depto. Clases suspendidas. Campos aneg. Ganado ev. Declarado en estado de emergencia agrop. Soc.: Ejército  bomberos  Prefectura Naval  Vialidad Pcial. Loc. afec.: Santillán (650 aislados)  Rincón del Pago  Colonia Mora. Inicio: 24-4. Fin noticia: 14-5 (DI6Author : MC DI6Date : 25-Abr),Llu y desb,Desb. de arroyos  riachos y esteros,Cl - La Prensa,1,1,-29.1751244,-58.88982054,Aº Batel - Paso Cerrito,14.000267264942622,Bella Vista,42.093005625454715
4143-b,24/4/1973,FLOOD,Corrientes,18,Goya,18070,Bº aneg.: San Román  Itatí  San José  Obrero  Sarmiento  Juan XXIII y Colonia Loza. 30/35 cm de agua en viv. Clases suspendidas. Soc.: Defensa Civil  bomberos. Inicio: 25-4. Fin noticia: 14-5 Quedan ev. (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desb. arroyos  esteros  riachos y Río Corrientes,Cl - La Prensa,1,1,-29.1751244,-58.88982054,Aº Batel - Paso Cerrito,14.000267264942622,Bella Vista,42.093005625454715
4143-c,24/4/1973,FLOOD,Corrientes,18,Esquina,18049,R. Esquina-Goya y camino Esquina-Malvinas aneg. Depto. declarado en estado de emergencia agropecuaria. Clases suspendidas. 3 muertos ahogados en el Aº Barrancas. 100 casos de gripe y bronquitos. Loc. afec.: El Carmen (150 ev.)  Libertador (200 ev.)  Cuchillas y Malvinas (400 aislados). Inicio: 24-4. Fin noticia: 14-5 (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desb. riachos  esteros  Río Corrientes y Aº Barrancas,Cl,1,1,-30.0784368,-59.4055912,Aº Barrancas - Paso La Llana,11.968917907847858,Esquina,14.950085894162754
4179-b,24/4/1973,FLOOD,Cordoba,14,Tulumba,14175,Poblaciones aisladas. Caminos cortados. Campos aneg. 11-5 Emergencia agrop. Inicio: 24-4. Fin noticia: 11-5. Total deptos. Tulumba y Río Seco: 200 flias. aisladas  100000 has. aneg. (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desb. Río Dulce,Cl - La Prensa,1,1,-29.9823914,-64.49000783,Santa Catalina - Colonia Hogar,48.10431308113872,Guanasacate - Jesús Maria,65.10003434474457
4179-a,24/4/1973,FLOOD,Cordoba,14,Rio Seco,14112,Pobl. aisladas  caminos cortados  campos aneg. Loc. aneg.: La Rinconada  Sebastián Elcano  La Candelaria S y N. 11-5 Emergencia agrop. Inicio: 24-4. Fin noticia: 11-5. Ver 4179-a (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desb. Río Dulce,Cl - La Prensa,1,1,-29.8135599,-63.75524,Guanasacate - Jesús Maria,67.75862080778529,Dulce - Villa San Martín,77.85476176513924
4179-c,23/4/1973,FLOOD,Cordoba,14,San Justo,14140,Caminos cortados. Campos aneg. Imposibilidad de cosechar. Muerte de ganado. 11-5 Emergencia agrop. Inicio: 23-4. Fin noticia: 7-6 (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desb. Río Dulce,Cl - La Prensa,1,1,-31.23400374,-62.74066613,Segundo (Plujunta) - RP Nº 17,12.54553755897368,Aº Colastiné - Autopista - A01,198.9217124590651
4144-b,22/4/1973,FLOOD,Santiago del Estero,86,Avellaneda,86028,Pérdida en cosechas. Vías aneg. Depto. declarado estado de emergencia agropecuaria. Loc. afec.: Colonia Dora  Icaño. (DI6Author : MC DI6Date : 02-Abr),RAIN,900 mm /3 días,La Prensa,1,1,-28.70814175,-63.1050531,Salado - Icaño,36.60134529107555,Salado - Suncho Corral,53.473292314538
4130-l,22/4/1973,FLOOD,Santa Fe,82,San Justo,82112,Población aislada. Campos  vías  y viv. aneg. Inicio: 22-4. Fin evento: 9-5 (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Crecida Río Paraná,Cl - La Prensa,1,1,-30.8130411,-60.3886502,Aº Saladillo Amargo - RP Nº 81,3.0717269404334133,San Javier - Cayastá,33.55606495596796
4130-z,22/4/1973,FLOOD,Santa Fe,82,San Cristobal,82091,Depto. declarado zona de emergencia agropecuaria. Pérdidas del 80 % en 3000 has. de trigo y 2000 has. de girasol. Campos y viv. aneg. Inicio: 22-4.  Fin evento: 9-5 (DI6Author : MC DI6Date : 10-Mar),OTHER,Desplazamiento de agua de otros sectores de la provincia,La Prensa,1,1,-29.88749922,-61.57182768,CIRHBAS - LIM MOJON DE FIERRO-CANAL INTERPROVINCIA,54.11936647151123,CIRHBAS - LIM LAGUNAS SALADAS- RP 77,94.77851680969636
4083-c,22/4/1973,FLOOD,Santa Fe,82,La Capital,82063,Población aislada. Vías aneg.// (DI6Author : MC DI6Date : 23-Abr),Llu y desb,Crecida Río Paraná,Cl,1,1,-31.18858147,-60.62677383,Sis. Setúbal-Sta. Fé-La Guard.,24.73041989897728,Colastiné - RN N° 168,25.92938196910656
4130-o,22/4/1973,FLOOD,Santa Fe,82,General Obligado,82049,6000 has. no pudieron ser cosechadas.  Depto. declarado zona de emergencia agropecuaria. Caminos intransitables. Inicio: 22-4. Fin evento: 9-5 (DI6Author : MC DI6Date : 23-Abr),Llu y desb,Crecida Río Paraná,La Prensa,1,1,-28.6765561,-59.7497004,Aº Las Garzas - RN Nº 11,31.181505624901703,Aº Malabrigo - RN Nº11,33.968463718087904
4130-j,22/4/1973,FLOOD,Santa Fe,82,Garay,82035,Población aislada. Campos  vías y viv. aneg. Pérdidas agropecuarias.  Depto. declarado zona de emergencia agropecuaria. //Inicio: 22-4. Fin evento: 9-5 (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Crecida Río Paraná,Cl,1,1,-31.1523125,-60.1365521,San Javier - Cayastá,2.9195045354546134,Hernandarias,16.59890227338921
4169-a,22/4/1973,FLOOD,Jujuy,38,Capital,38021,Deterioro de rutas y caminos (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Aumento caudal Río Grande y Chico,La Prensa,1,1,-24.02938843,-65.64742279,Arenales - El Encon,37.7897471355846,Las Conchas - Coropampa,69.38287109333373
4381-a,22/4/1973,FLOOD,Entre Rios,30,Tala,30091,Dest. de pasturas. Ganado ev. Pérdidas en cultivos de maíz y trigo. Loc. afec.: Sauce del Sud y Sauce del Norte (DI6Author : MC DI6Date : 02-Abr),Llu y desb,Desb. ríos Paraná  Uruguay y Gualeguay,Cl - La Prensa,1,1,-31.99620378,-59.24649058,Gualeguay - Villaguay,17.376873013943317,Gualeguay - Rosario del Tala,25.933020838444786
4144-d,20/4/1973,FLOOD,Santiago del Estero,86,Rivadavia,86154,Vías aneg. Pérdida de cosechas. Animales muertos. Depto. declarado estado de emergencia agropecuaria (DI6Author : MC DI6Date : 11-Mar),RAIN,900 mm/ 3 días,Cl,1,1,-29.83512,-62.16991,CIRHBAS - LIM MOJON DE FIERRO-CANAL INTERPROVINCIA,47.27561969291853,Salado - Pinto,58.77134553852451
4144-c,20/4/1973,FLOOD,Santiago del Estero,86,Loreto,86105,Vías aneg. Pérdida de cosechas. Animales muertos. Depto. declarado estado de emergencia agropecuaria (DI6Author : MC DI6Date : 11-Mar),RAIN,900 mm /3 días,Cl,1,1,-28.47635326,-64.04507396,Dulce - Villa San Martín,8.343729148790157,Salado - Suncho Corral,72.29296436755894
4144-e,20/4/1973,FLOOD,Santiago del Estero,86,General Taboada,86077,Vías aneg. Pérdida de cosechas. Animales muertos. Depto. declarado estado de emergencia agropecuaria. Suncho Pozo afec. (DI6Author : MC DI6Date : 11-Mar),RAIN,900 mm /3 días,Cl,1,1,-28.41299021,-62.79434139,Salado - Icaño,10.43403509929561,Salado - Pinto,42.87888352007413
4133-a,15/4/1973,FLOOD,Santa Fe,82,Rosario,82084,Ferrocarril Estrella del Norte desde Tucumán con destino a Cap. Fed. (DI6Author : MC DI6Date : 16-Abr),RAIN,,Cl,1,1,-33.07901008,-60.91379957,Carcarañá - Pueblo Andino,22.584008052411665,San Lorenzo (San Martín),28.075157910012102
4130-f,14/4/1973,FLOOD,Santa Fe,82,Vera,82133,Depto. declarado zona de emergencia agropecuaria. Campos aneg. Población aislada. Inicio: 14-4. Fin: 9-5// (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desborde Río Paraná y Aº Los Amores,Cl - La Prensa,1,1,-29.72572798,-60.28951287,CIRHBAS - LIM  LAGUNA EL BONETE - ARROYO GOLONDRIN,34.10230849797655,Aº Malabrigo - RN Nº11,61.20087807281548
4130-g,14/4/1973,FLOOD,Santa Fe,82,Vera,82133,Muerte de ganado. Pérdida de cultivos.  Depto. declarado zona de emergencia agropecuaria. Vías y viv. aneg. Inicio: 14-5.  //Fin: 9-5 (DI6Author : MC DI6Date : 15-Abr),Llu y desb,Desborde Río Paraná,Cl - La Prensa,1,1,-29.72572798,-60.28951287,CIRHBAS - LIM  LAGUNA EL BONETE - ARROYO GOLONDRIN,34.10230849797655,Aº Malabrigo - RN Nº11,61.20087807281548
4164-a,14/4/1973,FLOOD,Santa Fe,82,La Capital,82063,(DI6Author : MC DI6Date : 15-Abr),RAIN,,La Prensa,1,1,-31.18858147,-60.62677383,Sis. Setúbal-Sta. Fé-La Guard.,24.73041989897728,Colastiné - RN N° 168,25.92938196910656
4130-y,14/4/1973,FLOOD,Santa Fe,82,,,Población aislada. Vías y viv. aneg. (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desb. Río Paraná,Cl,1,1,,,nombre random,100000000.0,,
4130-c,13/4/1973,FLOOD,Santa Fe,82,San Javier,82098,Campos aneg.  Depto. declarado zona de emergencia agropecuaria. Festejo centenario ciudad suspendida. Inicio: 13-4. Fin: 9-5 (DI6Author : MC DI6Date : 10-Mar),Llu y desb,Desb. Río Paraná,Cl - La Prensa,1,1,-29.42420679,-59.97955475,Aº Malabrigo - RN Nº11,22.95837825007739,Reconquista,45.51452048231337
4130-d,13/4/1973,FLOOD,Santa Fe,82,Garay,82035,60 familias evacuadas. 6 personas aisladas. Vías  viv. y campos aneg.  Depto. declarado zona de emergencia agropecuaria //Inicio: 13-4  Fin: 9-5 (DI6Author : MC DI6Date : 14-Abr),Llu y desb,Desb. Río Paraná,Cl - La Prensa,1,1,-31.1523125,-60.1365521,San Javier - Cayastá,2.9195045354546134,Hernandarias,16.59890227338921
4130-e,13/4/1973,FLOOD,Santa Fe,82,9 de Julio,82077,Depto. declarado zona de emergencia agropecuaria. Campos y viv. aneg. Inicio: 13-4. Fin: 9-5 (DI6Author : MC DI6Date : 14-Abr),Llu y desb,Desb. Río Paraná,Cl - La Prensa,1,1,-29.0758472,-61.73625069,CIRHBAS - LIM MOJON DE FIERRO-CANAL INTERPROVINCIA,18.625517117512356,CIRHBAS - LIM BAJO CHOROTIS-RN 95,67.54159165520696
4162-a,12/4/1973,FLOOD,Tucuman,90,Simoca,90091,Vías y viv. aneg. Total a  b y c: Daños en cañas de azucar y hortalizas. Pérdida de vidas humanas (DI6Author : MC DI6Date : 13-Abr),RAIN,,La Prensa,1,1,-27.40925026,-65.26894379,Chico - RN Nº157 Monteagudo,5.211705075146754,Seco - RN Nº 157,6.380155192131833
4162-b,12/4/1973,FLOOD,Tucuman,90,Graneros,90035,Vías y viv. aneg. Ver 4162-a (DI6Author : MC DI6Date : 13-Abr),RAIN,,La Prensa,1,1,-27.6423966,-65.5086366,Seco - RN Nº 157,25.544160766737846,Los Sosa - RP30 km19,28.65447812053233
4162-c,12/4/1973,FLOOD,Tucuman,90,Chicligasta,90021,Vías y viv. aneg. Ver 4162-a (DI6Author : MC DI6Date : 13-Abr),RAIN,,La Prensa,1,1,-27.3126707,-65.4820785,Seco - RN Nº 157,18.33243130691124,Los Sosa - RP30 km19,19.706380780148717
4130-a,11/4/1973,FLOOD,Santa Fe,82,Vera,82133,Pérdidas totales cultivos. Ganado muerto y ev. Población aislada.Vías y viv. aneg. Depto: declarado estado de emerg. agrop. Inicio: 22-3. Fin evento: 13-5 (DI6Author : MC DI6Date : 10-Mar),Llu y desb,Desb. Río Paraná  Aº Golondrina y Los Amores,Cl - La Prensa,1,1,-29.72572798,-60.28951287,CIRHBAS - LIM  LAGUNA EL BONETE - ARROYO GOLONDRIN,34.10230849797655,Aº Malabrigo - RN Nº11,61.20087807281548
4130-b,11/4/1973,FLOOD,Santa Fe,82,General Obligado,82049,Campos y caminos aneg. Pérdidas en cosechas. Localidades aisladas y aneg. 3500 ev. en todo el depto. Soc.: Fuerza Aérea  Defensa Civil  Ejército  Ministerio de Bienestar Social. Inicio: 11-4. Fin: 9-5. Total 4130: 1500 km caminos y 3 millones has. aneg. Más de 5000 ev. Poblaciones aisladas. 668 mm/enero  febrero y marzo. (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desborde Río Paraná  Aº Los Amores y Golondrina,Cl - La Prensa,1,1,-28.6765561,-59.7497004,Aº Las Garzas - RN Nº 11,31.181505624901703,Aº Malabrigo - RN Nº11,33.968463718087904
4233-j,9/4/1973,FLOOD,Buenos Aires,6,Lincoln,6469,Vías y viv. aneg. Población incomunicada. Inicio: 9-4. Fin noticia: 14-7 (DI6Author : MC DI6Date : 10-Mar),RAIN,,Cl - LN,1,1,-35.4981702,-61.8064882,Canal Regulador N°4 - La Pantanosa,67.93988230557184,Salado - RP Nº50,80.19866371284282
4233-i,9/4/1973,FLOOD,Buenos Aires,6,Lincoln,6469,Depto. declarado en estado de emergencia agrop. Ganado ev. Pérdidas en cultivos de girasol  sorgo  maiz y pasturas. Campos inutilizados. Vías aneg. R. 96 cortada. Loc. afec.: Las Toscas  Carlos Salas  El Triunfo  El Dorado (Vías aneg.  ev.)  Pasteur. Inicio: 9-4. Fin noticia: 17-7 (DI6Author : MC DI6Date : 10-Mar),RAIN,,LN - La Prensa,1,1,-35.4981702,-61.8064882,Canal Regulador N°4 - La Pantanosa,67.93988230557184,Salado - RP Nº50,80.19866371284282
4129-b,8/4/1973,FLOOD,Santiago del Estero,86,Ojo de Agua,86126,Vías y viv. aneg. (DI6Author : MC DI6Date : 09-Abr),Llu y desb,Desb. curso de agua,Cl,1,1,-29.72712,-63.42753,Dulce - Paso de la Cina,69.18285346359289,Segundo (Plujunta) - RP Nº 17,96.00904336963958
4129-a,8/4/1973,FLOOD,Santiago del Estero,86,Mitre,86112,Vías y viv. aneg. (DI6Author : MC DI6Date : 09-Abr),Llu y desb,Desb. curso de agua,Cl,1,1,-29.29157166,-63.03450311,Dulce - Paso de la Cina,35.97686319342735,Segundo (Plujunta) - RP Nº 17,91.2394376352717
4155-a,4/4/1973,FLOOD,Santiago del Estero,86,Mitre,86112,Población aislada. Vías aneg. (DI6Author : MC DI6Date : 05-Abr),Llu y desb,Desborde Río Dulce,La Prensa,1,1,-29.29157166,-63.03450311,Dulce - Paso de la Cina,35.97686319342735,Segundo (Plujunta) - RP Nº 17,91.2394376352717
4123-a,31/3/1973,FLOOD,Mendoza,50,Santa Rosa,50112,Dest. puentes. Viñedos y cultivos aneg.// (DI6Author : MC DI6Date : 11-Mar),Llu y desb,Desborde Río Tunuyán,Cl - La Prensa,1,1,-33.0552929,-68.06689238,Tunuyán - Las Catitas,10.48274028752875,Diamante - Monte Comán,67.07619362230682
4233-l,30/3/1973,FLOOD,Buenos Aires,6,9 de Julio,6588,R. 62 cortada. Vías y campos aneg. Depto. declarado en estado de emergencia agrop. Péridas en cultivos de girasol  sorgo y maiz. Ganado ev. Loc. afec.: Corbett  Colonia La Rural  12 de Octubre  Gerente Silley  Morea  Dudignac  Santos Unzué  Norumbega  Patricios  Mulcahy  Bacacay. Soc.: Poder Ejecutivo Pcial. Inicio: 30-3. Fin noticia: 8-7 Loc. aisladas (DI6Author : MC DI6Date : 10-Mar),RAIN,,Cl - LN- La Prensa,1,1,-35.6497312,-61.0228986,Aº Vallimanca - RN 226,39.61553950345007,Salado - RP Nº50,79.95555604478278
4249-b,29/3/1973,FLOOD,Buenos Aires,6,25 de Mayo,6854,Vías y viv. aneg. Inicio: 29-3. Fin noticia: 17-6 Siguen ev. (DI6Author : MC DI6Date : 10-Mar),RAIN,,Cl,1,1,-35.2813845,-60.2618183,Salado RP Nº 51 - Achupallas,20.085031458133983,Aº Las Flores - Gral. Alvear,47.4808176351136
4249-a,29/3/1973,FLOOD,Buenos Aires,6,25 de Mayo,6854,Depto. declarado en estado de emergencia agrop. Ganado ev. Pérdidas en cultivos de girasol  maiz ysorgo. Loc. afec.: Del Valle  San Enrique  Huetel y Mosconi. Inicio: 29-3. Fin noticia: 8-7 (DI6Author : MC DI6Date : 10-Mar),RAIN,,LN,1,1,-35.2813845,-60.2618183,Salado RP Nº 51 - Achupallas,20.085031458133983,Aº Las Flores - Gral. Alvear,47.4808176351136
4226-a,28/3/1973,FLOOD,Tucuman,90,Cruz Alta,90014,Vías y viv. aneg. (DI6Author : MC DI6Date : 29-Mar),OVERFLOW,Desb. de 2 canales de riego,LN,1,1,-27.0201218,-65.0182022,Salí - Alta Gracia,21.31053613130627,Dulce - La Escuela - Río Hondo,29.052150487962844
4317-a,28/3/1973,FLOOD,Entre Rios,30,Gualeguaychu,30056,Ganadería y agricultura afec. en todo el departamento. Ganado ev.: 2000 yeguarizos  50000 vacunos y 8000 lanares. Campos aneg. Ruta nº 12 cortada. Inicio: 28-3. Fin noticia: 6-4 (DI6Author : MC DI6Date : 29-Mar),Llu y desb,Desb. Río Paraná y Gualeguay y afluentes,Cl,1,1,-33.15450509,-58.98890113,Gualeguay - Paso Alonso,31.43869426885897,Ibicuy,40.69621015293658
